Date,Price,Open,High,Low,Change %
2007-10-08,2427.33,2427.33,2427.33,2427.33,-0.32
2007-10-09,2447.03,2447.03,2447.03,2447.03,0.81
2007-10-10,2443.02,2443.02,2443.02,2443.02,-0.16
2007-10-11,2430.55,2430.55,2430.55,2430.55,-0.51
2007-10-12,2442.12,2442.12,2442.12,2442.12,0.48
2007-10-15,2421.67,2421.67,2421.67,2421.67,-0.84
2007-10-16,2405.76,2405.76,2405.76,2405.76,-0.66
2007-10-17,2410.22,2410.22,2410.22,2410.22,0.19
2007-10-18,2408.46,2408.46,2408.46,2408.46,-0.07
2007-10-19,2346.78,2346.78,2346.78,2346.78,-2.56
2007-10-22,2355.74,2355.74,2355.74,2355.74,0.38
2007-10-23,2376.47,2376.47,2376.47,2376.47,0.88
2007-10-24,2370.71,2370.71,2370.71,2370.71,-0.24
2007-10-25,2368.43,2368.43,2368.43,2368.43,-0.1
2007-10-26,2401.07,2401.07,2401.07,2401.07,1.38
2007-10-29,2410.33,2410.33,2410.33,2410.33,0.39
2007-10-30,2394.81,2394.81,2394.81,2394.81,-0.64
2007-10-31,2423.67,2423.67,2423.67,2423.67,1.21
2007-11-01,2360.21,2360.21,2360.21,2360.21,-2.62
2007-11-02,2362.21,2362.21,2362.21,2362.21,0.08
2007-11-05,2350.69,2350.69,2350.69,2350.69,-0.49
2007-11-06,2379.05,2379.05,2379.05,2379.05,1.21
2007-11-07,2310.41,2310.41,2310.41,2310.41,-2.89
2007-11-08,2309.18,2309.18,2309.18,2309.18,-0.05
2007-11-09,2276.26,2276.26,2276.26,2276.26,-1.43
2007-11-12,2253.53,2253.53,2253.53,2253.53,-1
2007-11-13,2319.86,2319.86,2319.86,2319.86,2.94
2007-11-14,2304.06,2304.06,2304.06,2304.06,-0.68
2007-11-15,2273.73,2273.73,2273.73,2273.73,-1.32
2007-11-16,2285.67,2285.67,2285.67,2285.67,0.53
2007-11-19,2245.81,2245.81,2245.81,2245.81,-1.74
2007-11-20,2256.02,2256.02,2256.02,2256.02,0.45
2007-11-21,2220.21,2220.21,2220.21,2220.21,-1.59
2007-11-23,2257.95,2257.95,2257.95,2257.95,1.7
2007-11-26,2205.49,2205.49,2205.49,2205.49,-2.32
2007-11-27,2238.52,2238.52,2238.52,2238.52,1.5
2007-11-28,2303.17,2303.17,2303.17,2303.17,2.89
2007-11-29,2304.43,2304.43,2304.43,2304.43,0.05
2007-11-30,2322.34,2322.34,2322.34,2322.34,0.78
2007-12-03,2308.74,2308.74,2308.74,2308.74,-0.59
2007-12-04,2293.65,2293.65,2293.65,2293.65,-0.65
2007-12-05,2329.71,2329.71,2329.71,2329.71,1.57
2007-12-06,2364.97,2364.97,2364.97,2364.97,1.51
2007-12-07,2360.79,2360.79,2360.79,2360.79,-0.18
2007-12-10,2378.6,2378.6,2378.6,2378.6,0.75
2007-12-11,2318.51,2318.51,2318.51,2318.51,-2.53
2007-12-12,2332.85,2332.85,2332.85,2332.85,0.62
2007-12-13,2335.79,2335.79,2335.79,2335.79,0.13
2007-12-14,2303.79,2303.79,2303.79,2303.79,-1.37
2007-12-17,2269.24,2269.24,2269.24,2269.24,-1.5
2007-12-18,2283.5,2283.5,2283.5,2283.5,0.63
2007-12-19,2280.47,2280.47,2280.47,2280.47,-0.13
2007-12-20,2292.23,2292.23,2292.23,2292.23,0.52
2007-12-21,2330.81,2330.81,2330.81,2330.81,1.68
2007-12-24,2349.66,2349.66,2349.66,2349.66,0.81
2007-12-26,2351.6,2351.6,2351.6,2351.6,0.08
2007-12-27,2318.72,2318.72,2318.72,2318.72,-1.4
2007-12-28,2322.11,2322.11,2322.11,2322.11,0.15
2007-12-31,2306.23,2306.23,2306.23,2306.23,-0.68
2008-01-02,2273.41,2273.41,2273.41,2273.41,-1.42
2008-01-03,2273.41,2273.41,2273.41,2273.41,0
2008-01-04,2217.59,2217.59,2217.59,2217.59,-2.46
2008-01-07,2224.76,2224.76,2224.76,2224.76,0.32
2008-01-08,2184.67,2184.67,2184.67,2184.67,-1.8
2008-01-09,2214.6,2214.6,2214.6,2214.6,1.37
2008-01-10,2232.25,2232.25,2232.25,2232.25,0.8
2008-01-11,2202.03,2202.03,2202.03,2202.03,-1.35
2008-01-14,2225.98,2225.98,2225.98,2225.98,1.09
2008-01-15,2170.51,2170.51,2170.51,2170.51,-2.49
2008-01-16,2158.58,2158.58,2158.58,2158.58,-0.55
2008-01-17,2095.86,2095.86,2095.86,2095.86,-2.91
2008-01-18,2083.24,2083.24,2083.24,2083.24,-0.6
2008-01-22,2060.15,2060.15,2060.15,2060.15,-1.11
2008-01-23,2104.37,2104.37,2104.37,2104.37,2.15
2008-01-24,2125.6,2125.6,2125.6,2125.6,1.01
2008-01-25,2091.88,2091.88,2091.88,2091.88,-1.59
2008-01-28,2128.64,2128.64,2128.64,2128.64,1.76
2008-01-29,2141.85,2141.85,2141.85,2141.85,0.62
2008-01-30,2131.78,2131.78,2131.78,2131.78,-0.47
2008-01-31,2167.9,2167.9,2167.9,2167.9,1.69
2008-02-01,2194.43,2194.43,2194.43,2194.43,1.22
2008-02-04,2171.51,2171.51,2171.51,2171.51,-1.04
2008-02-05,2102.23,2102.23,2102.23,2102.23,-3.19
2008-02-06,2087.05,2087.05,2087.05,2087.05,-0.72
2008-02-07,2104.02,2104.02,2104.02,2104.02,0.81
2008-02-08,2095.21,2095.21,2095.21,2095.21,-0.42
2008-02-11,2107.65,2107.65,2107.65,2107.65,0.59
2008-02-12,2123.06,2123.06,2123.06,2123.06,0.73
2008-02-13,2152.76,2152.76,2152.76,2152.76,1.4
2008-02-14,2123.94,2123.94,2123.94,2123.94,-1.34
2008-02-15,2125.85,2125.85,2125.85,2125.85,0.09
2008-02-19,2124.12,2124.12,2124.12,2124.12,-0.08
2008-02-20,2141.95,2141.95,2141.95,2141.95,0.84
2008-02-21,2115.13,2115.13,2115.13,2115.13,-1.25
2008-02-22,2132.02,2132.02,2132.02,2132.02,0.8
2008-02-25,2161.51,2161.51,2161.51,2161.51,1.38
2008-02-26,2176.48,2176.48,2176.48,2176.48,0.69
2008-02-27,2175,2175,2175,2175,-0.07
2008-02-28,2155.81,2155.81,2155.81,2155.81,-0.88
2008-02-29,2097.48,2097.48,2097.48,2097.48,-2.71
2008-03-03,2098.64,2098.64,2098.64,2098.64,0.06
2008-03-04,2091.42,2091.42,2091.42,2091.42,-0.34
2008-03-05,2103.42,2103.42,2103.42,2103.42,0.57
2008-03-06,2057.44,2057.44,2057.44,2057.44,-2.19
2008-03-07,2040.17,2040.17,2040.17,2040.17,-0.84
2008-03-10,2008.71,2008.71,2008.71,2008.71,-1.54
2008-03-11,2083.36,2083.36,2083.36,2083.36,3.72
2008-03-12,2065.21,2065.21,2065.21,2065.21,-0.87
2008-03-13,2075.88,2075.88,2075.88,2075.88,0.52
2008-03-14,2032.79,2032.79,2032.79,2032.79,-2.08
2008-03-17,2014.88,2014.88,2014.88,2014.88,-0.88
2008-03-18,2100.38,2100.38,2100.38,2100.38,4.24
2008-03-19,2049.4,2049.4,2049.4,2049.4,-2.43
2008-03-20,2098.46,2098.46,2098.46,2098.46,2.39
2008-03-24,2130.62,2130.62,2130.62,2130.62,1.53
2008-03-25,2135.54,2135.54,2135.54,2135.54,0.23
2008-03-26,2116.93,2116.93,2116.93,2116.93,-0.87
2008-03-27,2093.11,2093.11,2093.11,2093.11,-1.12
2008-03-28,2076.56,2076.56,2076.56,2076.56,-0.79
2008-03-31,2088.42,2088.42,2088.42,2088.42,0.57
2008-04-01,2163.38,2163.38,2163.38,2163.38,3.59
2008-04-02,2159.63,2159.63,2159.63,2159.63,-0.17
2008-04-03,2162.46,2162.46,2162.46,2162.46,0.13
2008-04-04,2164.21,2164.21,2164.21,2164.21,0.08
2008-04-07,2167.61,2167.61,2167.61,2167.61,0.16
2008-04-08,2157.28,2157.28,2157.28,2157.28,-0.48
2008-04-09,2139.99,2139.99,2139.99,2139.99,-0.8
2008-04-10,2149.67,2149.67,2149.67,2149.67,0.45
2008-04-11,2106.01,2106.01,2106.01,2106.01,-2.03
2008-04-14,2098.92,2098.92,2098.92,2098.92,-0.34
2008-04-15,2108.59,2108.59,2108.59,2108.59,0.46
2008-04-16,2156.67,2156.67,2156.67,2156.67,2.28
2008-04-17,2158.08,2158.08,2158.08,2158.08,0.07
2008-04-18,2197.24,2197.24,2197.24,2197.24,1.81
2008-04-21,2193.87,2193.87,2193.87,2193.87,-0.15
2008-04-22,2174.59,2174.59,2174.59,2174.59,-0.88
2008-04-23,2180.91,2180.91,2180.91,2180.91,0.29
2008-04-24,2194.96,2194.96,2194.96,2194.96,0.64
2008-04-25,2209.25,2209.25,2209.25,2209.25,0.65
2008-04-28,2207.02,2207.02,2207.02,2207.02,-0.1
2008-04-29,2198.5,2198.5,2198.5,2198.5,-0.39
2008-04-30,2190.13,2190.13,2190.13,2190.13,-0.38
2008-05-01,2228.09,2228.09,2228.09,2228.09,1.73
2008-05-02,2235.3,2235.3,2235.3,2235.3,0.32
2008-05-05,2225.37,2225.37,2225.37,2225.37,-0.44
2008-05-06,2242.47,2242.47,2242.47,2242.47,0.77
2008-05-07,2202.77,2202.77,2202.77,2202.77,-1.77
2008-05-08,2210.95,2210.95,2210.95,2210.95,0.37
2008-05-09,2196.54,2196.54,2196.54,2196.54,-0.65
2008-05-12,2220.81,2220.81,2220.81,2220.81,1.11
2008-05-13,2220.46,2220.46,2220.46,2220.46,-0.02
2008-05-14,2229.74,2229.74,2229.74,2229.74,0.42
2008-05-15,2253.76,2253.76,2253.76,2253.76,1.08
2008-05-16,2256.63,2256.63,2256.63,2256.63,0.13
2008-05-19,2258.74,2258.74,2258.74,2258.74,0.09
2008-05-20,2237.79,2237.79,2237.79,2237.79,-0.93
2008-05-21,2202.02,2202.02,2202.02,2202.02,-1.6
2008-05-22,2208.2,2208.2,2208.2,2208.2,0.28
2008-05-23,2179.05,2179.05,2179.05,2179.05,-1.32
2008-05-27,2193.98,2193.98,2193.98,2193.98,0.68
2008-05-28,2203.1,2203.1,2203.1,2203.1,0.42
2008-05-29,2215.12,2215.12,2215.12,2215.12,0.55
2008-05-30,2218.5,2218.5,2218.5,2218.5,0.15
2008-06-02,2195.27,2195.27,2195.27,2195.27,-1.05
2008-06-03,2182.65,2182.65,2182.65,2182.65,-0.58
2008-06-04,2183.01,2183.01,2183.01,2183.01,0.02
2008-06-05,2225.74,2225.74,2225.74,2225.74,1.96
2008-06-06,2157.24,2157.24,2157.24,2157.24,-3.08
2008-06-09,2159.03,2159.03,2159.03,2159.03,0.08
2008-06-10,2153.77,2153.77,2153.77,2153.77,-0.24
2008-06-11,2117.84,2117.84,2117.84,2117.84,-1.67
2008-06-12,2124.94,2124.94,2124.94,2124.94,0.34
2008-06-13,2156.96,2156.96,2156.96,2156.96,1.51
2008-06-16,2157.14,2157.14,2157.14,2157.14,0.01
2008-06-17,2142.55,2142.55,2142.55,2142.55,-0.68
2008-06-18,2121.78,2121.78,2121.78,2121.78,-0.97
2008-06-19,2130.3,2130.3,2130.3,2130.3,0.4
2008-06-20,2090.81,2090.81,2090.81,2090.81,-1.85
2008-06-23,2090.94,2090.94,2090.94,2090.94,0.01
2008-06-24,2085.08,2085.08,2085.08,2085.08,-0.28
2008-06-25,2097.36,2097.36,2097.36,2097.36,0.59
2008-06-26,2036.4,2036.4,2036.4,2036.4,-2.91
2008-06-27,2028.89,2028.89,2028.89,2028.89,-0.37
2008-06-30,2031.47,2031.47,2031.47,2031.47,0.13
2008-07-01,2039.66,2039.66,2039.66,2039.66,0.4
2008-07-02,2002.64,2002.64,2002.64,2002.64,-1.81
2008-07-03,2004.87,2004.87,2004.87,2004.87,0.11
2008-07-07,1988.09,1988.09,1988.09,1988.09,-0.84
2008-07-08,2022.83,2022.83,2022.83,2022.83,1.75
2008-07-09,1976.97,1976.97,1976.97,1976.97,-2.27
2008-07-10,1990.78,1990.78,1990.78,1990.78,0.7
2008-07-11,1968.86,1968.86,1968.86,1968.86,-1.1
2008-07-14,1951.08,1951.08,1951.08,1951.08,-0.9
2008-07-15,1929.85,1929.85,1929.85,1929.85,-1.09
2008-07-16,1978.47,1978.47,1978.47,1978.47,2.52
2008-07-17,2002.3,2002.3,2002.3,2002.3,1.2
2008-07-18,2002.88,2002.88,2002.88,2002.88,0.03
2008-07-21,2001.86,2001.86,2001.86,2001.86,-0.05
2008-07-22,2028.91,2028.91,2028.91,2028.91,1.35
2008-07-23,2037.15,2037.15,2037.15,2037.15,0.41
2008-07-24,1990.09,1990.09,1990.09,1990.09,-2.31
2008-07-25,1998.41,1998.41,1998.41,1998.41,0.42
2008-07-28,1961.23,1961.23,1961.23,1961.23,-1.86
2008-07-29,2007.21,2007.21,2007.21,2007.21,2.34
2008-07-30,2040.81,2040.81,2040.81,2040.81,1.67
2008-07-31,2014.39,2014.39,2014.39,2014.39,-1.29
2008-08-01,2003.16,2003.16,2003.16,2003.16,-0.56
2008-08-04,1985.23,1985.23,1985.23,1985.23,-0.9
2008-08-05,2042.44,2042.44,2042.44,2042.44,2.88
2008-08-06,2050.23,2050.23,2050.23,2050.23,0.38
2008-08-07,2013.66,2013.66,2013.66,2013.66,-1.78
2008-08-08,2061.77,2061.77,2061.77,2061.77,2.39
2008-08-11,2076.59,2076.59,2076.59,2076.59,0.72
2008-08-12,2051.66,2051.66,2051.66,2051.66,-1.2
2008-08-13,2046.35,2046.35,2046.35,2046.35,-0.26
2008-08-14,2057.72,2057.72,2057.72,2057.72,0.56
2008-08-15,2066.36,2066.36,2066.36,2066.36,0.42
2008-08-18,2035.3,2035.3,2035.3,2035.3,-1.5
2008-08-19,2016.52,2016.52,2016.52,2016.52,-0.92
2008-08-20,2029.15,2029.15,2029.15,2029.15,0.63
2008-08-21,2034.35,2034.35,2034.35,2034.35,0.26
2008-08-22,2057.64,2057.64,2057.64,2057.64,1.14
2008-08-25,2017.27,2017.27,2017.27,2017.27,-1.96
2008-08-26,2024.72,2024.72,2024.72,2024.72,0.37
2008-08-27,2041.24,2041.24,2041.24,2041.24,0.82
2008-08-28,2071.86,2071.86,2071.86,2071.86,1.5
2008-08-29,2043.53,2043.53,2043.53,2043.53,-1.37
2008-09-02,2035.24,2035.24,2035.24,2035.24,-0.41
2008-09-03,2032.13,2032.13,2032.13,2032.13,-0.15
2008-09-04,1971.37,1971.37,1971.37,1971.37,-2.99
2008-09-05,1980.18,1980.18,1980.18,1980.18,0.45
2008-09-08,2021.13,2021.13,2021.13,2021.13,2.07
2008-09-09,1952.14,1952.14,1952.14,1952.14,-3.41
2008-09-10,1964.25,1964.25,1964.25,1964.25,0.62
2008-09-11,1992,1992,1992,1992,1.41
2008-09-12,1996.25,1996.25,1996.25,1996.25,0.21
2008-09-15,1902.17,1902.17,1902.17,1902.17,-4.71
2008-09-16,1935.49,1935.49,1935.49,1935.49,1.75
2008-09-17,1844.31,1844.31,1844.31,1844.31,-4.71
2008-09-18,1924.85,1924.85,1924.85,1924.85,4.37
2008-09-19,2002.32,2002.32,2002.32,2002.32,4.02
2008-09-22,1925.85,1925.85,1925.85,1925.85,-3.82
2008-09-23,1895.78,1895.78,1895.78,1895.78,-1.56
2008-09-24,1892.05,1892.05,1892.05,1892.05,-0.2
2008-09-25,1929.24,1929.24,1929.24,1929.24,1.97
2008-09-26,1935.79,1935.79,1935.79,1935.79,0.34
2008-09-29,1765.72,1765.72,1765.72,1765.72,-8.79
2008-09-30,1861.44,1861.44,1861.44,1861.44,5.42
2008-10-01,1853.26,1853.26,1853.26,1853.26,-0.44
2008-10-02,1778.9,1778.9,1778.9,1778.9,-4.01
2008-10-03,1754.91,1754.91,1754.91,1754.91,-1.35
2008-10-06,1687.34,1687.34,1687.34,1687.34,-3.85
2008-10-07,1590.51,1590.51,1590.51,1590.51,-5.74
2008-10-08,1573.34,1573.34,1573.34,1573.34,-1.08
2008-10-09,1453.52,1453.52,1453.52,1453.52,-7.62
2008-10-10,1436.56,1436.56,1436.56,1436.56,-1.17
2008-10-13,1602.93,1602.93,1602.93,1602.93,11.58
2008-10-14,1594.41,1594.41,1594.41,1594.41,-0.53
2008-10-15,1450.5,1450.5,1450.5,1450.5,-9.03
2008-10-16,1512.21,1512.21,1512.21,1512.21,4.25
2008-10-17,1502.84,1502.84,1502.84,1502.84,-0.62
2008-10-20,1574.5,1574.5,1574.5,1574.5,4.77
2008-10-21,1526.02,1526.02,1526.02,1526.02,-3.08
2008-10-22,1433.22,1433.22,1433.22,1433.22,-6.08
2008-10-23,1451.37,1451.37,1451.37,1451.37,1.27
2008-10-24,1401.29,1401.29,1401.29,1401.29,-3.45
2008-10-27,1356.78,1356.78,1356.78,1356.78,-3.18
2008-10-28,1503.16,1503.16,1503.16,1503.16,10.79
2008-10-29,1486.73,1486.73,1486.73,1486.73,-1.09
2008-10-30,1525.37,1525.37,1525.37,1525.37,2.6
2008-10-31,1548.81,1548.81,1548.81,1548.81,1.54
2008-11-03,1544.91,1544.91,1544.91,1544.91,-0.25
2008-11-04,1608,1608,1608,1608,4.08
2008-11-05,1524.21,1524.21,1524.21,1524.21,-5.21
2008-11-06,1448.01,1448.01,1448.01,1448.01,-5
2008-11-07,1490.31,1490.31,1490.31,1490.31,2.92
2008-11-10,1471.64,1471.64,1471.64,1471.64,-1.25
2008-11-11,1439.22,1439.22,1439.22,1439.22,-2.2
2008-11-12,1365.15,1365.15,1365.15,1365.15,-5.15
2008-11-13,1459.82,1459.82,1459.82,1459.82,6.93
2008-11-14,1399.2,1399.2,1399.2,1399.2,-4.15
2008-11-17,1363.14,1363.14,1363.14,1363.14,-2.58
2008-11-18,1376.81,1376.81,1376.81,1376.81,1
2008-11-19,1292.76,1292.76,1292.76,1292.76,-6.11
2008-11-20,1206.04,1206.04,1206.04,1206.04,-6.71
2008-11-21,1282.59,1282.59,1282.59,1282.59,6.35
2008-11-24,1365.63,1365.63,1365.63,1365.63,6.47
2008-11-25,1374.79,1374.79,1374.79,1374.79,0.67
2008-11-26,1423.9,1423.9,1423.9,1423.9,3.57
2008-11-28,1437.68,1437.68,1437.68,1437.68,0.97
2008-12-01,1309.39,1309.39,1309.39,1309.39,-8.92
2008-12-02,1361.79,1361.79,1361.79,1361.79,4
2008-12-03,1397.72,1397.72,1397.72,1397.72,2.64
2008-12-04,1356.81,1356.81,1356.81,1356.81,-2.93
2008-12-05,1406.36,1406.36,1406.36,1406.36,3.65
2008-12-08,1460.6,1460.6,1460.6,1460.6,3.86
2008-12-09,1426.88,1426.88,1426.88,1426.88,-2.31
2008-12-10,1444,1444,1444,1444,1.2
2008-12-11,1403.2,1403.2,1403.2,1403.2,-2.83
2008-12-12,1413.07,1413.07,1413.07,1413.07,0.7
2008-12-15,1395.21,1395.21,1395.21,1395.21,-1.26
2008-12-16,1466.87,1466.87,1466.87,1466.87,5.14
2008-12-17,1452.88,1452.88,1452.88,1452.88,-0.95
2008-12-18,1422.19,1422.19,1422.19,1422.19,-2.11
2008-12-19,1426.39,1426.39,1426.39,1426.39,0.3
2008-12-22,1400.42,1400.42,1400.42,1400.42,-1.82
2008-12-23,1387.08,1387.08,1387.08,1387.08,-0.95
2008-12-24,1395.76,1395.76,1395.76,1395.76,0.63
2008-12-26,1403.22,1403.22,1403.22,1403.22,0.54
2008-12-29,1398.25,1398.25,1398.25,1398.25,-0.35
2008-12-30,1432.65,1432.65,1432.65,1432.65,2.46
2008-12-31,1452.98,1452.98,1452.98,1452.98,1.42
2009-01-02,1499.17,1499.17,1499.17,1499.17,3.18
2009-01-05,1492.21,1492.21,1492.21,1492.21,-0.46
2009-01-06,1503.87,1503.87,1503.87,1503.87,0.78
2009-01-07,1459.58,1459.58,1459.58,1459.58,-2.94
2009-01-08,1464.6,1464.6,1464.6,1464.6,0.34
2009-01-09,1433.41,1433.41,1433.41,1433.41,-2.13
2009-01-12,1401.07,1401.07,1401.07,1401.07,-2.26
2009-01-13,1403.63,1403.63,1403.63,1403.63,0.18
2009-01-14,1356.79,1356.79,1356.79,1356.79,-3.34
2009-01-15,1358.64,1358.64,1358.64,1358.64,0.14
2009-01-16,1368.92,1368.92,1368.92,1368.92,0.76
2009-01-20,1296.63,1296.63,1296.63,1296.63,-5.28
2009-01-21,1353.33,1353.33,1353.33,1353.33,4.37
2009-01-22,1332.84,1332.84,1332.84,1332.84,-1.51
2009-01-23,1340.02,1340.02,1340.02,1340.02,0.54
2009-01-26,1347.47,1347.47,1347.47,1347.47,0.56
2009-01-27,1362.18,1362.18,1362.18,1362.18,1.09
2009-01-28,1408.07,1408.07,1408.07,1408.07,3.37
2009-01-29,1361.54,1361.54,1361.54,1361.54,-3.3
2009-01-30,1330.51,1330.51,1330.51,1330.51,-2.28
2009-02-02,1329.81,1329.81,1329.81,1329.81,-0.05
2009-02-03,1350.88,1350.88,1350.88,1350.88,1.58
2009-02-04,1341.77,1341.77,1341.77,1341.77,-0.68
2009-02-05,1363.82,1363.82,1363.82,1363.82,1.64
2009-02-06,1401.06,1401.06,1401.06,1401.06,2.73
2009-02-09,1403.19,1403.19,1403.19,1403.19,0.15
2009-02-10,1334.3,1334.3,1334.3,1334.3,-4.91
2009-02-11,1345.5,1345.5,1345.5,1345.5,0.84
2009-02-12,1348.15,1348.15,1348.15,1348.15,0.2
2009-02-13,1334.83,1334.83,1334.83,1334.83,-0.99
2009-02-17,1274.26,1274.26,1274.26,1274.26,-4.54
2009-02-18,1273.29,1273.29,1273.29,1273.29,-0.08
2009-02-19,1258.82,1258.82,1258.82,1258.82,-1.14
2009-02-20,1244.72,1244.72,1244.72,1244.72,-1.12
2009-02-23,1201.56,1201.56,1201.56,1201.56,-3.47
2009-02-24,1249.76,1249.76,1249.76,1249.76,4.01
2009-02-25,1236.74,1236.74,1236.74,1236.74,-1.04
2009-02-26,1217.49,1217.49,1217.49,1217.49,-1.56
2009-02-27,1188.84,1188.84,1188.84,1188.84,-2.35
2009-03-02,1133.43,1133.43,1133.43,1133.43,-4.66
2009-03-03,1126.18,1126.18,1126.18,1126.18,-0.64
2009-03-04,1153.35,1153.35,1153.35,1153.35,2.41
2009-03-05,1104.38,1104.38,1104.38,1104.38,-4.25
2009-03-06,1106,1106,1106,1106,0.15
2009-03-09,1095.04,1095.04,1095.04,1095.04,-0.99
2009-03-10,1164.83,1164.83,1164.83,1164.83,6.37
2009-03-11,1168.07,1168.07,1168.07,1168.07,0.28
2009-03-12,1215.87,1215.87,1215.87,1215.87,4.09
2009-03-13,1225.32,1225.32,1225.32,1225.32,0.78
2009-03-16,1221.03,1221.03,1221.03,1221.03,-0.35
2009-03-17,1260.29,1260.29,1260.29,1260.29,3.22
2009-03-18,1286.62,1286.62,1286.62,1286.62,2.09
2009-03-19,1269.93,1269.93,1269.93,1269.93,-1.3
2009-03-20,1244.85,1244.85,1244.85,1244.85,-1.97
2009-03-23,1333.21,1333.21,1333.21,1333.21,7.1
2009-03-24,1306.03,1306.03,1306.03,1306.03,-2.04
2009-03-25,1318.61,1318.61,1318.61,1318.61,0.96
2009-03-26,1349.37,1349.37,1349.37,1349.37,2.33
2009-03-27,1322.19,1322.19,1322.19,1322.19,-2.01
2009-03-30,1276.22,1276.22,1276.22,1276.22,-3.48
2009-03-31,1292.98,1292.98,1292.98,1292.98,1.31
2009-04-01,1314.63,1314.63,1314.63,1314.63,1.67
2009-04-02,1352.47,1352.47,1352.47,1352.47,2.88
2009-04-03,1365.66,1365.66,1365.66,1365.66,0.98
2009-04-06,1354.36,1354.36,1354.36,1354.36,-0.83
2009-04-07,1322.91,1322.91,1322.91,1322.91,-2.32
2009-04-08,1338.53,1338.53,1338.53,1338.53,1.18
2009-04-09,1389.49,1389.49,1389.49,1389.49,3.81
2009-04-13,1393.13,1393.13,1393.13,1393.13,0.26
2009-04-14,1365.2,1365.2,1365.2,1365.2,-2
2009-04-15,1382.36,1382.36,1382.36,1382.36,1.26
2009-04-16,1403.89,1403.89,1403.89,1403.89,1.56
2009-04-17,1410.85,1410.85,1410.85,1410.85,0.5
2009-04-20,1350.52,1350.52,1350.52,1350.52,-4.28
2009-04-21,1379.22,1379.22,1379.22,1379.22,2.12
2009-04-22,1368.92,1368.92,1368.92,1368.92,-0.75
2009-04-23,1382.52,1382.52,1382.52,1382.52,0.99
2009-04-24,1405.74,1405.74,1405.74,1405.74,1.68
2009-04-27,1391.58,1391.58,1391.58,1391.58,-1.01
2009-04-28,1387.82,1387.82,1387.82,1387.82,-0.27
2009-04-29,1417.99,1417.99,1417.99,1417.99,2.17
2009-04-30,1416.73,1416.73,1416.73,1416.73,-0.09
2009-05-01,1424.41,1424.41,1424.41,1424.41,0.54
2009-05-04,1472.64,1472.64,1472.64,1472.64,3.39
2009-05-05,1467.25,1467.25,1467.25,1467.25,-0.37
2009-05-06,1493.31,1493.31,1493.31,1493.31,1.78
2009-05-07,1473.66,1473.66,1473.66,1473.66,-1.32
2009-05-08,1509.14,1509.14,1509.14,1509.14,2.41
2009-05-11,1477.2,1477.2,1477.2,1477.2,-2.12
2009-05-12,1475.83,1475.83,1475.83,1475.83,-0.09
2009-05-13,1436.74,1436.74,1436.74,1436.74,-2.65
2009-05-14,1451.79,1451.79,1451.79,1451.79,1.05
2009-05-15,1435.48,1435.48,1435.48,1435.48,-1.12
2009-05-18,1479.24,1479.24,1479.24,1479.24,3.05
2009-05-19,1476.94,1476.94,1476.94,1476.94,-0.16
2009-05-20,1469.47,1469.47,1469.47,1469.47,-0.51
2009-05-21,1445.28,1445.28,1445.28,1445.28,-1.65
2009-05-22,1443.14,1443.14,1443.14,1443.14,-0.15
2009-05-26,1481.1,1481.1,1481.1,1481.1,2.63
2009-05-27,1453.28,1453.28,1453.28,1453.28,-1.88
2009-05-28,1475.94,1475.94,1475.94,1475.94,1.56
2009-05-29,1495.97,1495.97,1495.97,1495.97,1.36
2009-06-01,1534.65,1534.65,1534.65,1534.65,2.59
2009-06-02,1537.69,1537.69,1537.69,1537.69,0.2
2009-06-03,1516.88,1516.88,1516.88,1516.88,-1.35
2009-06-04,1534.59,1534.59,1534.59,1534.59,1.17
2009-06-05,1530.82,1530.82,1530.82,1530.82,-0.25
2009-06-08,1529.59,1529.59,1529.59,1529.59,-0.08
2009-06-09,1535.03,1535.03,1535.03,1535.03,0.36
2009-06-10,1529.76,1529.76,1529.76,1529.76,-0.34
2009-06-11,1539.5,1539.5,1539.5,1539.5,0.64
2009-06-12,1541.7,1541.7,1541.7,1541.7,0.14
2009-06-15,1505.06,1505.06,1505.06,1505.06,-2.38
2009-06-16,1485.92,1485.92,1485.92,1485.92,-1.27
2009-06-17,1483.9,1483.9,1483.9,1483.9,-0.14
2009-06-18,1496.59,1496.59,1496.59,1496.59,0.86
2009-06-19,1501.25,1501.25,1501.25,1501.25,0.31
2009-06-22,1455.54,1455.54,1455.54,1455.54,-3.04
2009-06-23,1458.92,1458.92,1458.92,1458.92,0.23
2009-06-24,1468.48,1468.48,1468.48,1468.48,0.66
2009-06-25,1499.98,1499.98,1499.98,1499.98,2.14
2009-06-26,1498.08,1498.08,1498.08,1498.08,-0.13
2009-06-29,1511.7,1511.7,1511.7,1511.7,0.91
2009-06-30,1498.94,1498.94,1498.94,1498.94,-0.84
2009-07-01,1505.64,1505.64,1505.64,1505.64,0.45
2009-07-02,1461.8,1461.8,1461.8,1461.8,-2.91
2009-07-06,1465.58,1465.58,1465.58,1465.58,0.26
2009-07-07,1436.74,1436.74,1436.74,1436.74,-1.97
2009-07-08,1435.2,1435.2,1435.2,1435.2,-0.11
2009-07-09,1440.3,1440.3,1440.3,1440.3,0.36
2009-07-10,1434.5,1434.5,1434.5,1434.5,-0.4
2009-07-13,1470.43,1470.43,1470.43,1470.43,2.5
2009-07-14,1478.24,1478.24,1478.24,1478.24,0.53
